date,text,leg,skip,side,entry,sl,tp1,rungs,pnl_tp1,pnl_ladder,outcome_tp1,outcome_ladder,bias,verdict,score,rr_tp1,rr_ladder,mfe,mae
2026-07-08T11:49:29+00:00,"┌──────────────────────────┐
        🟢 XAUUSD │ BUY
└─────────────────",4066.0,,BUY,4066.0,4058.0,0,0,-8.0,0.0,sl,no_tp,,,,0.0,0.0,72.2,-44.2
2026-07-08T12:43:17+00:00,"┌──────────────────────────┐
        🟢 XAUUSD │ BUY
└─────────────────",4075.0,,BUY,4075.0,4067.0,0,0,-8.0,0.0,sl,no_tp,,,,0.0,0.0,63.2,-53.2
2026-07-09T07:52:43+00:00,"┌──────────────────────────┐
        🟢 XAUUSD │ BUY
└─────────────────",4108.0,,BUY,4108.0,4100.0,0,0,-8.0,0.0,sl,no_tp,,,,0.0,0.0,30.2,-64.19
2026-07-09T14:06:16+00:00,"┌──────────────────────────┐
        🔴 AUDUSD │ SELL
└────────────────",0,other_symbol,,0,0,0,0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0
2026-07-10T10:24:10+00:00,"┌──────────────────────────┐
        🟢 XAUUSD │ BUY
└─────────────────",4109.0,,BUY,4109.0,4101.0,0,0,-8.0,0.0,sl,no_tp,,,,0.0,0.0,12.72,-125.42
2026-07-10T15:56:26+00:00,"┌──────────────────────────┐
        🔴 CADJPY │ SELL
└────────────────",0,other_symbol,,0,0,0,0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0
2026-07-13T09:37:05+00:00,"🔽 XAUUSD │ SELL

📍 Entry
4071.00

🎯 Targets
①✅ 4069.00
②✅ 4066.00
③✅ 4",4071.0,,SELL,4071.0,4079.0,0,0,-8.0,0.0,sl,no_tp,,,,0.0,0.0,87.42,-32.11
2026-07-13T11:12:08+00:00,"🔽 XAUUSD │ SELL

📍 Entry
4064.00

🎯 Targets
① ✅4062.00
②✅ 4059.00
③✅ 4",4064.0,,SELL,4064.0,4072.0,0,0,-8.0,0.0,sl,no_tp,,,,0.0,0.0,80.42,-39.11
2026-07-13T14:29:58+00:00,"🔼 XAUUSD │ BUY

📍 Entry
4016.00

🎯 Target
4050.00

❌ Stop Loss
4002.00",4016.0,,BUY,4016.0,4002.0,4050.0,1,-14.0,-14.0,sl,sl_full,,,,2.43,2.43,87.11,-32.42
2026-07-13T14:43:55+00:00,"🔼 XAUUSD │ BUY

📍 Entry
4003.00

🎯 Target
4050.00

❌ Stop Loss
3990.00",4003.0,,BUY,4003.0,3990.0,4050.0,1,-13.0,-13.0,sl,sl_full,,,,3.62,3.62,100.11,-19.42
2026-07-14T11:17:03+00:00,"🔼 XAUUSD │ BUY

📍 Entry
4022.00

🎯 Target
4040.00

❌ Stop Loss
4013.00",4022.0,,BUY,4022.0,4013.0,4040.0,1,18.0,9.0,tp1,tp1_only,,,,2.0,2.0,81.11,-8.2
2026-07-14T14:19:26+00:00,"🔼 XAUUSD │ BUY

📍 Entry
4073.00

🎯 Targets
①✅ 4075.00
②✅ 4078.00
③✅ 40",4073.0,,BUY,4073.0,4065.0,0,0,-8.0,0.0,sl,no_tp,,,,0.0,0.0,30.11,-99.37
2026-07-14T15:46:25+00:00,"🔼 XAUUSD │ BUY

📍 Entry
4074.00

🎯 Targets
①✅ 4076.00
②✅ 4079.00
③✅ 40",4074.0,,BUY,4074.0,4066.0,0,0,-8.0,0.0,sl,no_tp,,,,0.0,0.0,26.6,-100.37
2026-07-15T09:21:22+00:00,"↗️ XAUUSD │ BUY

📍 Entry
4032.00

🎯 Targets
①✅ 4034.00
②✅ 4037.00
③✅ 4",4032.0,,BUY,4032.0,4024.0,0,0,-8.0,0.0,sl,no_tp,,,,0.0,0.0,49.48,-62.7
2026-07-15T13:13:14+00:00,"↗️ EURNZD │ 🔴BUY LIMIT

📍 Entry
1.9510

📌 Execute this trade only if
E",0,other_symbol,,0,0,0,0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0
2026-07-16T15:28:47+00:00,"📉 XAGUSD │ SELL

📍 Entry
56.50

🎯 Target
54.00

❌ Stop Loss
57.50

⚠️ ",0,other_symbol,,0,0,0,0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0
